user_id,subject,elites,nvresponses,campaigner violence,repressive violence,rating,endyear,method,method_id,theme,classification,country
7,armenians protest for resignation of prime minister serzh sargsyan 2018,no,no,no,yes,10.0,2018,137 refusal of an assemblage or meeting to disperse,137,democracy,change,armenia
7,armenians protest for resignation of prime minister serzh sargsyan 2018,no,no,no,yes,10.0,2018,137 refusal of an assemblage or meeting to disperse,137,economic justice,change,armenia
7,armenians protest for resignation of prime minister serzh sargsyan 2018,no,no,no,yes,10.0,2018,other,200,democracy,change,armenia
7,armenians protest for resignation of prime minister serzh sargsyan 2018,no,no,no,yes,10.0,2018,other,200,economic justice,change,armenia
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,001 public speeches,1,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,001 public speeches,1,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,008 banners posters and displayed communications,8,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,008 banners posters and displayed communications,8,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,038 marches,38,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,038 marches,38,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,047 assemblies of protest or support,47,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,047 assemblies of protest or support,47,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,062 student strike,62,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,062 student strike,62,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,064 withdrawal from social institutions,64,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,064 withdrawal from social institutions,64,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,127 withdrawal from governmental educational institutions,127,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,127 withdrawal from governmental educational institutions,127,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,162 sit-in,162,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,162 sit-in,162,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,172 nonviolent obstruction,172,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,172 nonviolent obstruction,172,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,173 nonviolent occupation,173,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,173 nonviolent occupation,173,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,063 social disobedience,63,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,063 social disobedience,63,economic justice,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,137 refusal of an assemblage or meeting to disperse,137,democracy,change,south africa
8,south african students demand zero percent fee increase feesmustfall 2016,no,no,yes,yes,7.0,2016,137 refusal of an assemblage or meeting to disperse,137,economic justice,change,south africa
9,new york university students sitin for nyu to change its labor code of conduct end deathtraps campaign 20132014,no,no,no,no,8.0,2014,002 letters of opposition or support,2,human rights,change,united states
9,new york university students sitin for nyu to change its labor code of conduct end deathtraps campaign 20132014,no,no,no,no,8.0,2014,other,200,human rights,change,united states
9,new york university students sitin for nyu to change its labor code of conduct end deathtraps campaign 20132014,no,no,no,no,8.0,2014,047 assemblies of protest or support,47,human rights,change,united states
9,new york university students sitin for nyu to change its labor code of conduct end deathtraps campaign 20132014,no,no,no,no,8.0,2014,037 singing,37,human rights,change,united states
9,new york university students sitin for nyu to change its labor code of conduct end deathtraps campaign 20132014,no,no,no,no,8.0,2014,162 sit-in,162,human rights,change,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,001 public speeches,1,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,006 group or mass petitions,6,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,007 slogans caricatures and symbols,7,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,008 banners posters and displayed communications,8,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,021 delivering symbolic objects,21,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,038 marches,38,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,047 assemblies of protest or support,47,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,052 silence,52,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,004 signed public statements,4,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,002 letters of opposition or support,2,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,034 vigils,34,economic justice,defense,united states
10,brown university students campaign for brown to cancel contract with adidas 20122013,no,no,no,no,8.0,2013,037 singing,37,economic justice,defense,united states
11,new york university nyu student activists win wage increase on campus 2016,yes,no,no,no,9.0,2016,162 sit-in,162,economic justice,change,united states
11,new york university nyu student activists win wage increase on campus 2016,yes,no,no,no,9.0,2016,006 group or mass petitions,6,economic justice,change,united states
11,new york university nyu student activists win wage increase on campus 2016,yes,no,no,no,9.0,2016,038 marches,38,economic justice,change,united states
11,new york university nyu student activists win wage increase on campus 2016,yes,no,no,no,9.0,2016,047 assemblies of protest or support,47,economic justice,change,united states
11,new york university nyu student activists win wage increase on campus 2016,yes,no,no,no,9.0,2016,001 public speeches,1,economic justice,change,united states
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,001 public speeches,1,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,003 declarations by organizations and institutions,3,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,004 signed public statements,4,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,006 group or mass petitions,6,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,038 marches,38,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,052 silence,52,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,085 merchants\ general strike,85,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,119 economic shutdown,119,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,065 stay-at-home,65,democracy,change,none
12,congolese protest for end to president kabilas presidency 20162019,yes,no,yes,yes,4.5,2019,002 letters of opposition or support,2,democracy,change,none
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,008 banners posters and displayed communications,8,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,009 leaflets pamphlets and books,9,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,102 prisoners strike,102,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,159 the fast (fast of moral pressure hunger strike satyagrahic fast),159,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,178 guerrilla theatre,178,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,007 slogans caricatures and symbols,7,human rights,change,soviet union
13,norillag prisoners strike for better conditions norilsk uprising 1953,no,no,no,yes,8.0,1953,018 displays of flags and symbolic colors,18,human rights,change,soviet union
14,polish women strike to protest abortion ban 2016,no,no,no,no,9.5,2016,038 marches,38,human rights,defense,poland
14,polish women strike to protest abortion ban 2016,no,no,no,no,9.5,2016,097 protest strike,97,human rights,defense,poland
14,polish women strike to protest abortion ban 2016,no,no,no,no,9.5,2016,009 leaflets pamphlets and books,9,human rights,defense,poland
14,polish women strike to protest abortion ban 2016,no,no,no,no,9.5,2016,018 displays of flags and symbolic colors,18,human rights,defense,poland
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,007 slogans caricatures and symbols,7,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,007 slogans caricatures and symbols,7,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,008 banners posters and displayed communications,8,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,008 banners posters and displayed communications,8,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,110 slowdown strike,110,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,110 slowdown strike,110,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,009 leaflets pamphlets and books,9,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,009 leaflets pamphlets and books,9,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,016 picketing,16,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,016 picketing,16,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,038 marches,38,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,038 marches,38,human rights,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,047 assemblies of protest or support,47,economic justice,change,united states
15,san francisco strippers win right to form a union 19961997,no,no,no,yes,9.0,1997,047 assemblies of protest or support,47,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,005 declarations of indictment and intention,5,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,005 declarations of indictment and intention,5,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,005 declarations of indictment and intention,5,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,006 group or mass petitions,6,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,006 group or mass petitions,6,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,006 group or mass petitions,6,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,008 banners posters and displayed communications,8,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,008 banners posters and displayed communications,8,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,008 banners posters and displayed communications,8,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,010 newspapers and journals,10,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,010 newspapers and journals,10,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,010 newspapers and journals,10,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,012 skywriting and earthwriting,12,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,012 skywriting and earthwriting,12,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,012 skywriting and earthwriting,12,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,019 wearing of symbols,19,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,019 wearing of symbols,19,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,019 wearing of symbols,19,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,021 delivering symbolic objects,21,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,021 delivering symbolic objects,21,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,021 delivering symbolic objects,21,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,026 paint as protest,26,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,026 paint as protest,26,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,026 paint as protest,26,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,032 taunting officials,32,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,032 taunting officials,32,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,032 taunting officials,32,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,038 marches,38,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,038 marches,38,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,038 marches,38,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,044 mock funerals,44,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,044 mock funerals,44,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,044 mock funerals,44,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,047 assemblies of protest or support,47,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,047 assemblies of protest or support,47,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,047 assemblies of protest or support,47,human rights,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,121 refusal of public support,121,economic justice,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,121 refusal of public support,121,environment,change,united states
16,times beach residents win fight for relocation from contaminated dioxin sites,yes,no,no,yes,9.0,1995,121 refusal of public support,121,human rights,change,united states
